#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RETTYPE_CUL_ILIAN;Pegasus Knight;;;;;;;;;;;;;x
RETTYPE_CUL_BERNESE;Wyvern Rider;;;;;;;;;;;;;x
RETTYPE_CUL_LYCIAN;Lycian Knight;;;;;;;;;;;;;x
RETTYPE_CUL_SACAEAN;Nomadic Trooper;;;;;;;;;;;;;x
RETTYPE_CUL_NABATAN;Desert Warrior;;;;;;;;;;;;;x
RETTYPE_CUL_WESTERN_ISLANDER;Thunder Warrior;;;;;;;;;;;;;x
RETTYPE_CUL_ETRURIAN;Etrurian Guard;;;;;;;;;;;;;x
RETTYPE_REL_MAGE;Mage;;;;;;;;;;;;;x
RETTYPE_REL_SHAMAN;Shaman;;;;;;;;;;;;;x
RETTYPE_REL_MONK;Monk;;;;;;;;;;;;;x
