#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_nergal;Nergal;;;;;;;;;;;;;x
e_nergal_adj;Nergal;;;;;;;;;;;;;x
d_taliver_bandits;Taliver Bandits;;;;;;;;;;;;;x
d_taliver_bandits_adj;Taliver Bandit;;;;;;;;;;;;;x
d_ganelon_bandits;Ganelon Bandits;;;;;;;;;;;;;x
d_ganelon_bandits_adj;Ganelon Bandit;;;;;;;;;;;;;x
d_lyn;Lyndis' Legion;;;;;;;;;;;;;x
d_lyn_adj;Lyndis' Legion;;;;;;;;;;;;;x
d_black_fang;Black Fang;;;;;;;;;;;;;x
d_black_fang_adj;Black Fang;;;;;;;;;;;;;x
d_blackbone_clan;Blackbone Clan;;;;;;;;;;;;;x
d_blackbone_clan_adj;Blackbone Clan;;;;;;;;;;;;;x
d_temp;a mercenary company;;;;;;;;;;;;;x
d_temp_adj; ;;;;;;;;;;;;;x
d_temp_2;a mercenary company;;;;;;;;;;;;;x
d_temp_2_adj; ;;;;;;;;;;;;;x
